sizes_2D,maurer_minimum_2D,maurer_std_2D,felzenszwalb_threaded_minimum_2D_depth,felzenszwalb_threaded_std_2D_depth,felzenszwalb_gpu_minimum_2D,felzenszwalb_gpu_std_2D,wenbo_threaded_minimum_2D,wenbo_threaded_std_2D,wenbo_gpu_minimum_2D,wenbo_gpu_std_2D
113569.0,1.1372e6,2.0609607639124414e6,515200.0,710355.6393202408,2.3124e6,461223.06188746676,191300.0,505423.60495103983,8400.0,393745.78818525025
120409.0,1.183e6,2.1902907122534e6,635600.0,937002.0836950621,2.4443e6,443456.57113239146,190200.0,562589.5952257611,8500.0,420558.2847222922
127449.0,1.189e6,2.3715254767387663e6,679200.0,812433.6844794132,2.5418e6,927861.6647389674,209100.0,574088.4091682606,8400.0,433204.3544743359
134689.0,1.3752e6,2.460488255528698e6,628000.0,843425.1640768404,2.7563e6,580696.880309976,209200.0,612979.7395310777,8200.0,456512.34550595685
142884.0,1.4071e6,2.5568059947727663e6,716700.0,1.626303381800115e6,2.6795e6,941499.7107257147,251300.0,598303.8741591522,8400.0,465775.8052082121
150544.0,1.4976e6,2.5045964584827116e6,867000.0,790502.3379774881,2.667e6,707351.6930796108,236600.0,650727.2815197118,8500.0,477231.05833088345
158404.0,1.694e6,2.731272939871635e6,748200.0,1.4952776108281594e6,2.7609e6,547357.0962828745,276300.0,568682.0056806073,8300.0,828964.1159444749
166464.0,1.7751e6,2.783320449973192e6,824200.0,848585.9181816818,3.1126e6,675029.5176293238,254800.0,564952.4499747147,8300.0,843993.2102370332
174724.0,1.7047e6,2.49373700817948e6,793200.0,2.2848223937411676e6,2.9049e6,3.2063923728995826e6,262700.0,633935.6951907912,8300.0,851406.659788931
184041.0,2.2136e6,2.7743506534238113e6,798000.0,1.09671378647587e6,3.2913e6,942343.3441667063,278800.0,559082.7477375593,8300.0,851241.5319798166
192721.0,1.8828e6,2.4786650438817833e6,1.049e6,1.1591350556821793e6,3.547e6,1.289288590715002e6,291500.0,629985.4136166017,8300.0,914780.9139250065
201601.0,1.9494e6,2.4418924471369535e6,822600.0,1.3465534847003503e6,3.3261e6,608709.3287020428,298900.0,651237.5025397603,8200.0,952113.7454030914
210681.0,2.1072e6,2.6265851177861514e6,1.1925e6,2.63316443726437e6,3.8577e6,773942.7578677242,317100.0,678591.6229767067,8200.0,975568.7529026732
219961.0,2.127e6,2.425675888552555e6,1.1564e6,974520.604459907,3.8789e6,1.5569583654223685e6,332200.0,732080.3051697913,8200.0,969481.4053289546
229441.0,2.2136e6,2.434662093838879e6,1.0056e6,1.2375911809555036e6,4.2406e6,883607.7233210008,353700.0,773077.8107090078,8200.0,1.0440409623150127e6
240100.0,2.2654e6,2.451872991063037e6,1.1793e6,1.0641803509848132e6,4.1793e6,1.308050452909103e6,353300.0,786215.3499066875,8200.0,1.06870552981444e6
250000.0,2.3691e6,2.4784658044699924e6,1.2028e6,1.0529048683135924e6,4.4142e6,985779.6131318607,390200.0,1.0050727491535959e6,8100.0,1.06311458269903e6
260100.0,2.4613e6,2.4860406524971016e6,1.1025e6,1.3317343100381312e6,4.5722e6,1.353936244494393e6,442300.0,1.2260149956295057e6,11200.0,974102.8403318785
