epoch_idx,dice_metric_of_dice_model_train_set,hd_metric_of_dice_model_train_set,dice_metric_of_HD_Dice_model_train_set,hd_metric_of_HD_Dice_model_train_set,dice_metric_of_dice_model_valid_set,hd_metric_of_dice_model_valid_set,dice_metric_of_HD_Dice_model_valid_set,hd_metric_of_HD_Dice_model_valid_set
250,0.9485079307842827,26.050237903710375,0.9200798780797277,11.30743910922166,0.8544370396352157,21.470910553583888,0.9027034841694376,3.7416573867739413
260,0.9608494527140362,29.89521439152323,0.9235789401595438,4.085654386916833,0.8556545579163811,19.672315572906,0.8822894168466523,3.7416573867739413
270,0.9628705744267165,22.63300977681373,0.9528583791380233,3.8697660555211897,0.8602971241651901,10.63014581273465,0.9024341975064318,3.7416573867739413
280,0.9772130238566102,13.614472573459127,0.9148455433639819,4.106980029242438,0.8587327230299767,7.54983443527075,0.8839526117393646,3.7416573867739413
290,0.9682373567104852,23.15049708332218,0.9424724696005935,3.992913021668774,0.8985661178969729,4.58257569495584,0.9169948942377827,3.7416573867739413
300,0.9663146527233727,13.903350364620172,0.9409817592463695,3.860947010418669,0.8618266978922716,7.54983443527075,0.9181235431235432,3.7416573867739413
310,0.9807541021298063,14.553083328836646,0.9434946558269744,3.1052854573645687,0.9009848283204684,7.54983443527075,0.8915758703162371,4.123105625617661
320,0.9727355452551595,13.905954331877597,0.9495189878908221,3.5334824367108686,0.861776896738151,7.54983443527075,0.8929282207774977,4.123105625617661
330,0.9696132843967067,12.857573204662232,0.9427423891283618,4.106980029242437,0.8618266978922716,4.58257569495584,0.8950086058519794,4.123105625617661
340,0.9745168507353886,13.320678045996527,0.9402062117869926,3.3424994310858165,0.8672057009730026,4.58257569495584,0.8840864440078585,4.123105625617661
350,0.9674372150560044,13.863693292954451,0.957700511248828,4.007393619825395,0.9039231385108086,4.58257569495584,0.9044307570037751,4.123105625617661
360,0.9797140091238882,13.635263699303042,0.9486841710234637,3.216495138603088,0.9179530813176128,7.54983443527075,0.9059896866322887,4.123105625617661
370,0.9705164862997486,17.398514450826838,0.9399299687600708,4.429929046117595,0.8676813382695736,7.54983443527075,0.8852706166139002,4.123105625617661
380,0.9689363434275137,13.556107501714191,0.9487002660238099,3.2237601518337167,0.9182879377431906,7.54983443527075,0.9057798891528107,4.58257569495584
390,0.970873790374321,14.014903507702588,0.9612690721988202,3.0337937612504313,0.918268061298954,4.58257569495584,0.9057425742574258,4.58257569495584
400,0.9731101680460492,14.014903507702588,0.9603907481609631,3.0337937612504313,0.8633899530177087,4.58257569495584,0.8862815884476535,4.58257569495584
410,0.9721640404449341,13.262920875207248,0.9700580503048827,3.5743631762925263,0.9183996108476226,7.54983443527075,0.8860150375939849,4.58257569495584
420,0.9718830464300671,13.244212875128033,0.9352652084560911,2.954334449951486,0.8691229034918889,7.54983443527075,0.9241658240647118,4.58257569495584
430,0.9809530918425566,13.612246863877928,0.9589973410314857,3.4018277500003262,0.9053420805998126,7.54983443527075,0.924364896073903,4.58257569495584
440,0.9726451833042914,13.612246863877928,0.9494842347889613,3.5811874838039017,0.9189386562804285,7.54983443527075,0.9246753246753247,4.58257569495584
450,0.9812740477001832,14.014903507702588,0.9714527228627547,2.8961661969462256,0.8638090070537168,6.4031242374328485,0.9028795811518324,4.58257569495584
460,0.967854682762672,13.509997195599063,0.9585232838966986,3.9051107289620988,0.9053475935828877,4.58257569495584,0.9070778964017399,4.58257569495584
470,0.9716754302355323,14.014903507702588,0.9434219288945827,2.896166196946226,0.865374161985867,6.4031242374328485,0.8854526347395286,4.58257569495584
480,0.9826259537610963,13.612246863877928,0.9523178146012635,3.322368438701381,0.8691820435141834,6.4031242374328485,0.9071146245059288,4.58257569495584
490,0.9721535014864343,12.860264231382589,0.9581427808349386,3.8629378537434755,0.8655203619909502,6.4031242374328485,0.9244303432362273,4.58257569495584
500,0.971892019657081,13.23721301306178,0.9628313377032135,3.890204478178849,0.8689541132699462,4.58257569495584,0.905507700339337,4.58257569495584
